Instance 1 | Big:
Plants:
1.- Max distribution: 1747
-Send cost:
      -Zone 20: 852
      -Zone 21: 375
      -Zone 22: 960
      -Zone 23: 131
      -Zone 24: 508
      -Zone 25: 289
      -Zone 26: 691
      -Zone 27: 574
      -Zone 28: 207
      -Zone 29: 923
      -Zone 30: 144
      -Zone 31: 510
14.- Max manage: 915 | Operation cost: 1112
-Send cost:
      -Zone 1: 233
      -Zone 2: 136
      -Zone 3: 996
      -Zone 4: 354
      -Zone 5: 594
      -Zone 6: 283
      -Zone 7: 119
      -Zone 8: 973
      -Zone 9: 805
      -Zone 10: 970
      -Zone 11: 403
      -Zone 12: 926
      -Zone 13: 867
      -Zone 14: 958
      -Zone 15: 918
      -Zone 16: 377
      -Zone 17: 599
      -Zone 18: 224
      -Zone 19: 616
      -Zone 20: 264
      -Zone 21: 432
      -Zone 22: 253
      -Zone 23: 863
      -Zone 24: 183
      -Zone 25: 494
      -Zone 26: 693
      -Zone 27: 731
      -Zone 28: 138
      -Zone 29: 235
      -Zone 30: 667
      -Zone 31: 245
15.- Max manage: 567 | Operation cost: 1218
-Send cost:
      -Zone 1: 387
      -Zone 2: 755
      -Zone 3: 793
      -Zone 4: 982
      -Zone 5: 897
      -Zone 6: 809
      -Zone 7: 674
      -Zone 8: 148
      -Zone 9: 799
      -Zone 10: 391
      -Zone 11: 367
      -Zone 12: 308
      -Zone 13: 606
      -Zone 14: 327
      -Zone 15: 712
      -Zone 16: 364
      -Zone 17: 733
      -Zone 18: 825
      -Zone 19: 398
      -Zone 20: 441
      -Zone 21: 855
      -Zone 22: 378
      -Zone 23: 148
      -Zone 24: 918
      -Zone 25: 540
      -Zone 26: 478
      -Zone 27: 385
      -Zone 28: 446
      -Zone 29: 595
      -Zone 30: 729
      -Zone 31: 467
16.- Max manage: 740 | Operation cost: 1434
-Send cost:
      -Zone 1: 270
      -Zone 2: 981
      -Zone 3: 669
      -Zone 4: 767
      -Zone 5: 195
      -Zone 6: 838
      -Zone 7: 384
      -Zone 8: 400
      -Zone 9: 480
      -Zone 10: 891
      -Zone 11: 306
      -Zone 12: 938
      -Zone 13: 202
      -Zone 14: 809
      -Zone 15: 692
      -Zone 16: 962
      -Zone 17: 433
      -Zone 18: 713
      -Zone 19: 544
      -Zone 20: 181
      -Zone 21: 496
      -Zone 22: 507
      -Zone 23: 879
      -Zone 24: 790
      -Zone 25: 230
      -Zone 26: 192
      -Zone 27: 831
      -Zone 28: 596
      -Zone 29: 730
      -Zone 30: 498
      -Zone 31: 734
17.- Max manage: 177 | Operation cost: 1467
-Send cost:
      -Zone 1: 917
      -Zone 2: 472
      -Zone 3: 150
      -Zone 4: 102
      -Zone 5: 467
      -Zone 6: 374
      -Zone 7: 770
      -Zone 8: 672
      -Zone 9: 330
      -Zone 10: 288
      -Zone 11: 711
      -Zone 12: 858
      -Zone 13: 341
      -Zone 14: 666
      -Zone 15: 974
      -Zone 16: 469
      -Zone 17: 945
      -Zone 18: 217
      -Zone 19: 237
      -Zone 20: 732
      -Zone 21: 969
      -Zone 22: 697
      -Zone 23: 392
      -Zone 24: 117
      -Zone 25: 157
      -Zone 26: 256
      -Zone 27: 176
      -Zone 28: 496
      -Zone 29: 748
      -Zone 30: 999
      -Zone 31: 218
18.- Max manage: 792 | Operation cost: 878
-Send cost:
      -Zone 1: 994
      -Zone 2: 919
      -Zone 3: 116
      -Zone 4: 134
      -Zone 5: 209
      -Zone 6: 994
      -Zone 7: 319
      -Zone 8: 895
      -Zone 9: 222
      -Zone 10: 870
      -Zone 11: 445
      -Zone 12: 212
      -Zone 13: 771
      -Zone 14: 867
      -Zone 15: 368
      -Zone 16: 930
      -Zone 17: 129
      -Zone 18: 663
      -Zone 19: 873
      -Zone 20: 223
      -Zone 21: 126
      -Zone 22: 670
      -Zone 23: 427
      -Zone 24: 739
      -Zone 25: 184
      -Zone 26: 448
      -Zone 27: 217
      -Zone 28: 661
      -Zone 29: 779
      -Zone 30: 127
      -Zone 31: 110
19.- Max manage: 172 | Operation cost: 1043
-Send cost:
      -Zone 1: 920
      -Zone 2: 142
      -Zone 3: 182
      -Zone 4: 364
      -Zone 5: 130
      -Zone 6: 988
      -Zone 7: 614
      -Zone 8: 347
      -Zone 9: 132
      -Zone 10: 561
      -Zone 11: 297
      -Zone 12: 261
      -Zone 13: 321
      -Zone 14: 233
      -Zone 15: 495
      -Zone 16: 339
      -Zone 17: 708
      -Zone 18: 936
      -Zone 19: 890
      -Zone 20: 222
      -Zone 21: 907
      -Zone 22: 100
      -Zone 23: 292
      -Zone 24: 427
      -Zone 25: 557
      -Zone 26: 723
      -Zone 27: 670
      -Zone 28: 813
      -Zone 29: 818
      -Zone 30: 602
      -Zone 31: 751
20.- Max manage: 172 | Operation cost: 1199
-Send cost:
      -Zone 1: 739
      -Zone 2: 184
      -Zone 3: 126
      -Zone 4: 723
      -Zone 5: 844
      -Zone 6: 911
      -Zone 7: 990
      -Zone 8: 583
      -Zone 9: 362
      -Zone 10: 476
      -Zone 11: 687
      -Zone 12: 693
      -Zone 13: 280
      -Zone 14: 183
      -Zone 15: 835
      -Zone 16: 254
      -Zone 17: 963
      -Zone 18: 479
      -Zone 19: 420
      -Zone 20: 190
      -Zone 21: 885
      -Zone 22: 555
      -Zone 23: 895
      -Zone 24: 209
      -Zone 25: 814
      -Zone 26: 268
      -Zone 27: 405
      -Zone 28: 467
      -Zone 29: 307
      -Zone 30: 262
      -Zone 31: 618
21.- Max manage: 957 | Operation cost: 669
-Send cost:
      -Zone 1: 945
      -Zone 2: 807
      -Zone 3: 914
      -Zone 4: 209
      -Zone 5: 945
      -Zone 6: 935
      -Zone 7: 625
      -Zone 8: 687
      -Zone 9: 324
      -Zone 10: 959
      -Zone 11: 378
      -Zone 12: 785
      -Zone 13: 594
      -Zone 14: 953
      -Zone 15: 787
      -Zone 16: 687
      -Zone 17: 346
      -Zone 18: 600
      -Zone 19: 203
      -Zone 20: 110
      -Zone 21: 901
      -Zone 22: 230
      -Zone 23: 881
      -Zone 24: 352
      -Zone 25: 515
      -Zone 26: 539
      -Zone 27: 295
      -Zone 28: 292
      -Zone 29: 286
      -Zone 30: 900
      -Zone 31: 902
22.- Max manage: 269 | Operation cost: 941
-Send cost:
      -Zone 1: 988
      -Zone 2: 564
      -Zone 3: 465
      -Zone 4: 317
      -Zone 5: 333
      -Zone 6: 777
      -Zone 7: 908
      -Zone 8: 281
      -Zone 9: 477
      -Zone 10: 534
      -Zone 11: 922
      -Zone 12: 693
      -Zone 13: 222
      -Zone 14: 232
      -Zone 15: 299
      -Zone 16: 426
      -Zone 17: 924
      -Zone 18: 349
      -Zone 19: 649
      -Zone 20: 448
      -Zone 21: 770
      -Zone 22: 693
      -Zone 23: 133
      -Zone 24: 173
      -Zone 25: 466
      -Zone 26: 284
      -Zone 27: 984
      -Zone 28: 335
      -Zone 29: 131
      -Zone 30: 396
      -Zone 31: 593
23.- Max manage: 173 | Operation cost: 922
-Send cost:
      -Zone 1: 897
      -Zone 2: 710
      -Zone 3: 123
      -Zone 4: 158
      -Zone 5: 627
      -Zone 6: 701
      -Zone 7: 338
      -Zone 8: 585
      -Zone 9: 875
      -Zone 10: 215
      -Zone 11: 513
      -Zone 12: 657
      -Zone 13: 710
      -Zone 14: 374
      -Zone 15: 390
      -Zone 16: 582
      -Zone 17: 200
      -Zone 18: 234
      -Zone 19: 536
      -Zone 20: 397
      -Zone 21: 781
      -Zone 22: 463
      -Zone 23: 268
      -Zone 24: 567
      -Zone 25: 152
      -Zone 26: 415
      -Zone 27: 791
      -Zone 28: 804
      -Zone 29: 417
      -Zone 30: 901
      -Zone 31: 831
24.- Max manage: 641 | Operation cost: 984
-Send cost:
      -Zone 1: 100
      -Zone 2: 782
      -Zone 3: 148
      -Zone 4: 534
      -Zone 5: 930
      -Zone 6: 564
      -Zone 7: 642
      -Zone 8: 371
      -Zone 9: 630
      -Zone 10: 717
      -Zone 11: 128
      -Zone 12: 843
      -Zone 13: 662
      -Zone 14: 595
      -Zone 15: 907
      -Zone 16: 757
      -Zone 17: 499
      -Zone 18: 794
      -Zone 19: 774
      -Zone 20: 508
      -Zone 21: 450
      -Zone 22: 631
      -Zone 23: 758
      -Zone 24: 406
      -Zone 25: 693
      -Zone 26: 789
      -Zone 27: 401
      -Zone 28: 595
      -Zone 29: 346
      -Zone 30: 449
      -Zone 31: 289
25.- Max manage: 560 | Operation cost: 1335
-Send cost:
      -Zone 1: 453
      -Zone 2: 488
      -Zone 3: 705
      -Zone 4: 354
      -Zone 5: 387
      -Zone 6: 376
      -Zone 7: 859
      -Zone 8: 470
      -Zone 9: 559
      -Zone 10: 151
      -Zone 11: 553
      -Zone 12: 912
      -Zone 13: 669
      -Zone 14: 825
      -Zone 15: 245
      -Zone 16: 381
      -Zone 17: 441
      -Zone 18: 817
      -Zone 19: 506
      -Zone 20: 639
      -Zone 21: 792
      -Zone 22: 790
      -Zone 23: 268
      -Zone 24: 648
      -Zone 25: 825
      -Zone 26: 932
      -Zone 27: 952
      -Zone 28: 582
      -Zone 29: 844
      -Zone 30: 402
      -Zone 31: 599
26.- Max manage: 754 | Operation cost: 1257
-Send cost:
      -Zone 1: 615
      -Zone 2: 186
      -Zone 3: 779
      -Zone 4: 497
      -Zone 5: 585
      -Zone 6: 980
      -Zone 7: 708
      -Zone 8: 362
      -Zone 9: 342
      -Zone 10: 107
      -Zone 11: 131
      -Zone 12: 349
      -Zone 13: 164
      -Zone 14: 360
      -Zone 15: 104
      -Zone 16: 801
      -Zone 17: 203
      -Zone 18: 169
      -Zone 19: 462
      -Zone 20: 339
      -Zone 21: 942
      -Zone 22: 546
      -Zone 23: 290
      -Zone 24: 320
      -Zone 25: 947
      -Zone 26: 469
      -Zone 27: 876
      -Zone 28: 928
      -Zone 29: 346
      -Zone 30: 252
      -Zone 31: 811
27.- Max manage: 248 | Operation cost: 982
-Send cost:
      -Zone 1: 669
      -Zone 2: 713
      -Zone 3: 282
      -Zone 4: 651
      -Zone 5: 721
      -Zone 6: 498
      -Zone 7: 215
      -Zone 8: 851
      -Zone 9: 779
      -Zone 10: 158
      -Zone 11: 722
      -Zone 12: 773
      -Zone 13: 200
      -Zone 14: 315
      -Zone 15: 459
      -Zone 16: 330
      -Zone 17: 389
      -Zone 18: 801
      -Zone 19: 649
      -Zone 20: 852
      -Zone 21: 224
      -Zone 22: 246
      -Zone 23: 168
      -Zone 24: 712
      -Zone 25: 217
      -Zone 26: 136
      -Zone 27: 300
      -Zone 28: 806
      -Zone 29: 159
      -Zone 30: 356
      -Zone 31: 478
28.- Max manage: 114 | Operation cost: 1435
-Send cost:
      -Zone 1: 778
      -Zone 2: 399
      -Zone 3: 538
      -Zone 4: 852
      -Zone 5: 446
      -Zone 6: 535
      -Zone 7: 174
      -Zone 8: 661
      -Zone 9: 908
      -Zone 10: 428
      -Zone 11: 995
      -Zone 12: 511
      -Zone 13: 791
      -Zone 14: 671
      -Zone 15: 319
      -Zone 16: 855
      -Zone 17: 428
      -Zone 18: 788
      -Zone 19: 624
      -Zone 20: 108
      -Zone 21: 690
      -Zone 22: 513
      -Zone 23: 444
      -Zone 24: 820
      -Zone 25: 852
      -Zone 26: 893
      -Zone 27: 912
      -Zone 28: 209
      -Zone 29: 162
      -Zone 30: 143
      -Zone 31: 296
29.- Max manage: 574 | Operation cost: 1163
-Send cost:
      -Zone 1: 702
      -Zone 2: 923
      -Zone 3: 555
      -Zone 4: 940
      -Zone 5: 408
      -Zone 6: 940
      -Zone 7: 898
      -Zone 8: 298
      -Zone 9: 855
      -Zone 10: 572
      -Zone 11: 347
      -Zone 12: 236
      -Zone 13: 131
      -Zone 14: 660
      -Zone 15: 522
      -Zone 16: 365
      -Zone 17: 190
      -Zone 18: 534
      -Zone 19: 158
      -Zone 20: 266
      -Zone 21: 423
      -Zone 22: 732
      -Zone 23: 905
      -Zone 24: 389
      -Zone 25: 989
      -Zone 26: 144
      -Zone 27: 911
      -Zone 28: 182
      -Zone 29: 597
      -Zone 30: 600
      -Zone 31: 897
30.- Max manage: 162 | Operation cost: 748
-Send cost:
      -Zone 1: 714
      -Zone 2: 716
      -Zone 3: 950
      -Zone 4: 387
      -Zone 5: 507
      -Zone 6: 143
      -Zone 7: 620
      -Zone 8: 905
      -Zone 9: 365
      -Zone 10: 260
      -Zone 11: 541
      -Zone 12: 807
      -Zone 13: 501
      -Zone 14: 308
      -Zone 15: 292
      -Zone 16: 399
      -Zone 17: 428
      -Zone 18: 439
      -Zone 19: 775
      -Zone 20: 462
      -Zone 21: 828
      -Zone 22: 275
      -Zone 23: 661
      -Zone 24: 553
      -Zone 25: 465
      -Zone 26: 229
      -Zone 27: 416
      -Zone 28: 589
      -Zone 29: 188
      -Zone 30: 451
      -Zone 31: 144
31.- Max manage: 832 | Operation cost: 1085
-Send cost:
      -Zone 1: 725
      -Zone 2: 986
      -Zone 3: 112
      -Zone 4: 401
      -Zone 5: 647
      -Zone 6: 943
      -Zone 7: 100
      -Zone 8: 687
      -Zone 9: 476
      -Zone 10: 279
      -Zone 11: 833
      -Zone 12: 465
      -Zone 13: 811
      -Zone 14: 495
      -Zone 15: 826
      -Zone 16: 840
      -Zone 17: 345
      -Zone 18: 832
      -Zone 19: 305
      -Zone 20: 226
      -Zone 21: 232
      -Zone 22: 886
      -Zone 23: 886
      -Zone 24: 827
      -Zone 25: 937
      -Zone 26: 813
      -Zone 27: 433
      -Zone 28: 363
      -Zone 29: 298
      -Zone 30: 486
      -Zone 31: 341
32.- Max manage: 863 | Operation cost: 1136
-Send cost:
      -Zone 1: 679
      -Zone 2: 332
      -Zone 3: 721
      -Zone 4: 193
      -Zone 5: 184
      -Zone 6: 411
      -Zone 7: 240
      -Zone 8: 895
      -Zone 9: 965
      -Zone 10: 947
      -Zone 11: 908
      -Zone 12: 768
      -Zone 13: 193
      -Zone 14: 497
      -Zone 15: 432
      -Zone 16: 361
      -Zone 17: 425
      -Zone 18: 593
      -Zone 19: 485
      -Zone 20: 328
      -Zone 21: 793
      -Zone 22: 981
      -Zone 23: 171
      -Zone 24: 888
      -Zone 25: 497
      -Zone 26: 932
      -Zone 27: 443
      -Zone 28: 350
      -Zone 29: 583
      -Zone 30: 538
      -Zone 31: 824
33.- Max manage: 959 | Operation cost: 1389
-Send cost:
      -Zone 1: 287
      -Zone 2: 792
      -Zone 3: 261
      -Zone 4: 689
      -Zone 5: 471
      -Zone 6: 803
      -Zone 7: 582
      -Zone 8: 285
      -Zone 9: 908
      -Zone 10: 308
      -Zone 11: 753
      -Zone 12: 207
      -Zone 13: 203
      -Zone 14: 196
      -Zone 15: 624
      -Zone 16: 557
      -Zone 17: 232
      -Zone 18: 161
      -Zone 19: 702
      -Zone 20: 628
      -Zone 21: 956
      -Zone 22: 592
      -Zone 23: 104
      -Zone 24: 923
      -Zone 25: 544
      -Zone 26: 552
      -Zone 27: 568
      -Zone 28: 204
      -Zone 29: 954
      -Zone 30: 478
      -Zone 31: 694
34.- Max manage: 967 | Operation cost: 650
-Send cost:
      -Zone 1: 167
      -Zone 2: 159
      -Zone 3: 702
      -Zone 4: 283
      -Zone 5: 376
      -Zone 6: 911
      -Zone 7: 833
      -Zone 8: 875
      -Zone 9: 863
      -Zone 10: 125
      -Zone 11: 635
      -Zone 12: 995
      -Zone 13: 381
      -Zone 14: 400
      -Zone 15: 122
      -Zone 16: 107
      -Zone 17: 623
      -Zone 18: 581
      -Zone 19: 166
      -Zone 20: 761
      -Zone 21: 850
      -Zone 22: 598
      -Zone 23: 596
      -Zone 24: 463
      -Zone 25: 221
      -Zone 26: 426
      -Zone 27: 284
      -Zone 28: 405
      -Zone 29: 888
      -Zone 30: 179
      -Zone 31: 941
35.- Max manage: 402 | Operation cost: 624
-Send cost:
      -Zone 1: 900
      -Zone 2: 785
      -Zone 3: 1000
      -Zone 4: 764
      -Zone 5: 127
      -Zone 6: 132
      -Zone 7: 692
      -Zone 8: 219
      -Zone 9: 683
      -Zone 10: 232
      -Zone 11: 485
      -Zone 12: 351
      -Zone 13: 451
      -Zone 14: 926
      -Zone 15: 179
      -Zone 16: 710
      -Zone 17: 367
      -Zone 18: 483
      -Zone 19: 384
      -Zone 20: 729
      -Zone 21: 306
      -Zone 22: 277
      -Zone 23: 317
      -Zone 24: 490
      -Zone 25: 633
      -Zone 26: 564
      -Zone 27: 890
      -Zone 28: 210
      -Zone 29: 244
      -Zone 30: 387
      -Zone 31: 474
36.- Max manage: 487 | Operation cost: 734
-Send cost:
      -Zone 1: 746
      -Zone 2: 803
      -Zone 3: 412
      -Zone 4: 124
      -Zone 5: 507
      -Zone 6: 230
      -Zone 7: 366
      -Zone 8: 213
      -Zone 9: 403
      -Zone 10: 577
      -Zone 11: 485
      -Zone 12: 528
      -Zone 13: 381
      -Zone 14: 660
      -Zone 15: 512
      -Zone 16: 660
      -Zone 17: 904
      -Zone 18: 754
      -Zone 19: 587
      -Zone 20: 971
      -Zone 21: 468
      -Zone 22: 812
      -Zone 23: 768
      -Zone 24: 286
      -Zone 25: 294
      -Zone 26: 147
      -Zone 27: 792
      -Zone 28: 796
      -Zone 29: 977
      -Zone 30: 483
      -Zone 31: 602
37.- Max manage: 301 | Operation cost: 868
-Send cost:
      -Zone 1: 281
      -Zone 2: 269
      -Zone 3: 882
      -Zone 4: 916
      -Zone 5: 623
      -Zone 6: 915
      -Zone 7: 925
      -Zone 8: 403
      -Zone 9: 514
      -Zone 10: 135
      -Zone 11: 992
      -Zone 12: 624
      -Zone 13: 807
      -Zone 14: 320
      -Zone 15: 866
      -Zone 16: 638
      -Zone 17: 495
      -Zone 18: 938
      -Zone 19: 899
      -Zone 20: 315
      -Zone 21: 813
      -Zone 22: 813
      -Zone 23: 375
      -Zone 24: 978
      -Zone 25: 232
      -Zone 26: 239
      -Zone 27: 382
      -Zone 28: 883
      -Zone 29: 948
      -Zone 30: 136
      -Zone 31: 987
38.- Max manage: 927 | Operation cost: 989
-Send cost:
      -Zone 1: 774
      -Zone 2: 752
      -Zone 3: 393
      -Zone 4: 767
      -Zone 5: 541
      -Zone 6: 674
      -Zone 7: 243
      -Zone 8: 913
      -Zone 9: 296
